code régime;caisse gestionnaire;centre gestionnaire;libellé;régime;organisme destinataire;code centre informatique;adresse 1;adresse 2;commune;code postal;cédex;téléphone;fax
92;861;0512;LA MUTUELLE GENERALE VIENNE;Mutuelle Générale - MG;861;071;44, boulevard Pont Achard;BP 753;POITIERS;86030;CEDEX;0 800 455 455;05 49 55 51 99
92;512;0861;LA MUTUELLE GENERALE VIENNE;Mutuelle Générale - MG;512;071;TSA 10001;;MERIGNAC;33687;CEDEX;0 800 455 455;01 45 59 83 53
92;382;0512;La Mutuelle Generale VIENNE;Mutuelle Générale - MG;382;071;EURENNEPOLIS - Bâtiment II - 4, place Robert Schuman;B.P. 1550;GRENOBLE;38012;CEDEX 1;0 800 455 455;04.76.21.61.31
92;692;0512;La Mutuelle Generale VILLEFRANCHE SUR SAONE;Mutuelle Générale - MG;692;071;10 quai des Célestins;BP 2441;LYON;69221;CEDEX 02;0 800 455 455;04.78.01.73.40
92;881;0512;LA MUTUELLE GENERALE VOSGES;Mutuelle Générale - MG;881;071;6 rue Aubert;CS 80001;EPINAL;88027;Cedex;0 800 455 455;03 29 29 17 00
92;512;0881;LA MUTUELLE GENERALE VOSGES;Mutuelle Générale - MG;512;071;TSA 20010;;SAINT PRIEST;69796;CEDEX;0 800 455 455;01 45 59 83 53
92;891;0512;LA MUTUELLE GENERALE YONNE;Mutuelle Générale - MG;891;071;43 rue du pont;BP 20082;AUXERRE;89011;CEDEX;0 800 455 455;03 86 51 16 67
92;512;0891;LA MUTUELLE GENERALE YONNE;Mutuelle Générale - MG;512;071;TSA 10001;;MERIGNAC;33697;CEDEX;0 800 455 455;01 45 59 83 53
92;781;0512;LA MUTUELLE GENERALE YVELINES;Mutuelle Générale - MG;781;071;BP 1;;ST QUENTIN EN YVELINES;78184;CEDEX;0 800 455 455;01 61 37 03 40
92;512;0781;LA MUTUELLE GENERALE YVELINES;Mutuelle Générale - MG;512;071;TSA 10001;;MERIGNAC;33687;CEDEX;0 800 455 455;01 45 59 83 53
02;851;0000;LA ROCHE SUR YON;Régime Agricole;851;851;33. boulevard Réaumur;;LA ROCHE-SUR-YON ;85011;CEDEX;02.51.36.88.88 ;02.51.36.88.55
02;852;0000;LA ROCHE SUR YON;Régime Agricole;852;851;5, avenue Gambetta;;LA ROCHE/YON;85035;CEDEX;02 51 08 93 77;
02;855;0000;LA ROCHE SUR YON;Régime Agricole;851;851;33. boulevard Réaumur;;LA ROCHE-SUR-YON ;85011;CEDEX;02.51.36.88.88 ;02.51.36.88.55
01;851;0000;LA ROCHE SUR YON;Régime Général;851;023;Rue Alain;;LA ROCHE sur YON;85031;CEDEX;0811709098;02 51 44 18 00
01;171;0000;LA ROCHELLE;Régime Général;171;008;55-57, Rue de Suède;;LA ROCHELLE;17014;CEDEX;05 46 51 66 42;05 46 51 66 46
02;172;0000;LA ROCHELLE;Régime Agricole;172;752;8, rue des Saints-Pères;;LA ROCHELLE;17025;CEDEX;05 46 50 84 68;
02;962;0000;LANDERNEAU;Régime Agricole;962;351;Brest AAEXA  Im. Kervor Port de Commerce;310 rue E.Heminguay  CS 11815;BREST;29218;CEDEX 1;02 98 30 32 57;
02;291;0000;LANDERNEAU;Régime Agricole;291;351;3. rue Hervé-de-Guébriant;;LANDERNEAU;29412;CEDEX;02.98.85.79.79 ;02.98.85.79.09
02;295;0000;LANDERNEAU;Régime Agricole;291;351;3. rue Hervé-de-Guébriant;;LANDERNEAU;29412;CEDEX;02.98.85.79.79 ;02.98.85.79.09
02;752;0000;LANDERNEAU D.O.M;Régime Agricole;752;351;Brest AAEXA Im. Kervor Port de Commerce;310 rue E. Heminguay CS 11815;BREST;29218;CEDEX 1;02 98 30 32 57;
02;021;0000;LAON;Régime Agricole;021;591;rue turgot;;LAON;02008;CEDEX 9 ;03.23.23.65.00 ;03.23.79.62.56
02;022;0000;LAON;Régime Agricole;022;591;46, rue de Crécy;;LAON;02007;CEDEX;03 23 23 18 10;
02;025;0000;LAON;Régime Agricole;021;591;rue turgot;;LAON;02008;CEDEX 9 ;03.23.23.65.00 ;03.23.79.62.56
02;531;0000;LAVAL;Régime Agricole;531;351;76. boulevard Lucien-Daniel;;LAVAL;53029;CEDEX;02.43.91.41.41 ;02.43.91.16.14
02;532;0000;LAVAL;Régime Agricole;532;351;1 rue Francis Meilland;;ANGERS;49044;CEDEX 01;02 41 47 96 39;02 41 47 93 73
02;535;0000;LAVAL;Régime Agricole;531;351;76. boulevard Lucien-Daniel;;LAVAL;53029;CEDEX;02.43.91.41.41 ;02.43.91.16.14
01;531;0000;LAVAL;Régime Général;531;023;37, boulevard Montmorency;;LAVAL;53084;CEDEX 9;0 820 904 137;02 43 53 30 43
01;763;0000;LE HAVRE;Régime Général;763;001;222, Boulevard de Strasbourg;;LE HAVRE;76094;CEDEX;02 32 74 80 00;02 32 74 80 08
02;721;0000;LE MANS;Régime Agricole;721;351;30. rue Paul Ligneul;;LE MANS ;72032;CEDEX;02.43.39.43.39 ;02.43.39.43.43
02;722;0000;LE MANS;Régime Agricole;722;351;1 rue Francis Meilland;;ANGERS;49044;CEDEX 01;02 41 47 96 39;
02;725;0000;LE MANS;Régime Agricole;721;351;30. rue Paul Ligneul;;LE MANS ;72032;CEDEX;02.43.39.43.39 ;02.43.39.43.43
01;721;0000;LE MANS;Régime Général;721;023;178, Avenue Bollée;;LE MANS;72033;CEDEX 9;0 811 709 072;02 43 50 75 37
01;431;0000;LE PUY;Régime Général;431;016;10, Avenue André Soulier;BP 324;LE PUY EN VELAY;43011;CEDEX;04 71 07 58 88;
02;431;0000;LE PUY;Régime Agricole;431;381;11. boulevard du Président-Bertrand;;LE PUY ;43005;CEDEX;04.71.02.24.22;04.71.02.22.67
02;435;0000;LE PUY;Régime Agricole;431;381;11. boulevard du Président-Bertrand;;LE PUY ;43005;CEDEX;04.71.02.24.22;04.71.02.22.67
02;591;0000;LILLE;Régime Agricole;591;591;;;LILLE ;59716;CEDEX 9 ;03.20.00.21.99 ;03.20.00.20.13
02;592;0000;LILLE;Régime Agricole;592;591;Immeuble 'le tripode';230 av J. Jaurés;RONCHIN;59790;;03 20 29 63 00;03 20 29 63 01
02;595;0000;LILLE;Régime Agricole;591;591;;;LILLE ;59716;CEDEX 9 ;03.20.00.21.99 ;03.20.00.20.13
02;871;0000;LIMOGES;Régime Agricole;871;821;Impasse Sainte-Claire;;LIMOGES;87041;CEDEX;05.55.44.87.00 ;05.55.44.88.89
02;872;0000;LIMOGES;Régime Agricole;872;821;7 allée Loewy  Parc d'Ester;BP 66808;LIMOGES;87038;CEDEX;05 55 11 91 71;
02;875;0000;LIMOGES;Régime Agricole;871;821;Impasse Sainte-Claire;;LIMOGES;87041;CEDEX;05.55.44.87.00 ;05.55.44.88.89
01;871;0000;LIMOGES;Régime Général;871;008;22, Avenue Jean Gagnant;;LIMOGES;87037;CEDEX;05 55 45 87 87;
99;361;0601;LMDE  Chateauroux;Sections Locales Mutalistes - SLM;363;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;974;0601;LMDE  Saint Denis de la Reunion;Sections Locales Mutalistes - SLM;976;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;811;0601;LMDE ALBI;Sections Locales Mutalistes - SLM;811;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;611;0601;LMDE Alencon;Sections Locales Mutalistes - SLM;612;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;801;0601;LMDE Amiens;Sections Locales Mutalistes - SLM;802;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;491;0601;LMDE Angers;Sections Locales Mutalistes - SLM;494;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;161;0601;LMDE Angouleme;Sections Locales Mutalistes - SLM;162;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;741;0601;LMDE Annecy;Sections Locales Mutalistes - SLM;742;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;591;0601;LMDE Armentieres;Sections Locales Mutalistes - SLM;106;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;621;0601;LMDE Arras;Sections Locales Mutalistes - SLM;621;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;891;0601;LMDE Auxerre;Sections Locales Mutalistes - SLM;892;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;841;0601;LMDE Avignon;Sections Locales Mutalistes - SLM;842;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;202;0601;LMDE Bastia;Sections Locales Mutalistes - SLM;202;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;641;0601;LMDE Bayonne;Sections Locales Mutalistes - SLM;641;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;601;0601;LMDE Beauvais;Sections Locales Mutalistes - SLM;605;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;901;0601;LMDE Belfort;Sections Locales Mutalistes - SLM;901;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;251;0601;LMDE Besancon;Sections Locales Mutalistes - SLM;253;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;341;0601;LMDE Beziers;Sections Locales Mutalistes - SLM;343;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;411;0601;LMDE Blois;Sections Locales Mutalistes - SLM;412;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;331;0601;LMDE Bordeaux;Sections Locales Mutalistes - SLM;332;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;622;0601;LMDE Boulogne sur Mer;Sections Locales Mutalistes - SLM;622;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;011;0601;LMDE Bourg en Bresse;Sections Locales Mutalistes - SLM;128;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;181;0601;LMDE Bourges;Sections Locales Mutalistes - SLM;182;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;291;0601;LMDE Brest;Sections Locales Mutalistes - SLM;296;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;141;0601;LMDE Caen;Sections Locales Mutalistes - SLM;142;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;623;0601;LMDE Calais;Sections Locales Mutalistes - SLM;623;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;592;0601;LMDE Cambrai;Sections Locales Mutalistes - SLM;592;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;111;0601;LMDE Carcassonne;Sections Locales Mutalistes - SLM;112;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;973;0601;LMDE CAYENNE;Sections Locales Mutalistes - SLM;979;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;951;0601;LMDE Cergy;Sections Locales Mutalistes - SLM;951;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;731;0601;LMDE Chambery;Sections Locales Mutalistes - SLM;732;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;081;0601;LMDE Charleville;Sections Locales Mutalistes - SLM;109;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;281;0601;LMDE Chartres;Sections Locales Mutalistes - SLM;284;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;521;0601;LMDE Chaumont;Sections Locales Mutalistes - SLM;522;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;492;0601;LMDE Cholet;Sections Locales Mutalistes - SLM;496;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;631;0601;LMDE Clermont Ferrand;Sections Locales Mutalistes - SLM;631;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;681;0601;LMDE Colmar;Sections Locales Mutalistes - SLM;681;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;191;0601;LMDE Correze;Sections Locales Mutalistes - SLM;192;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;602;0601;LMDE Creil;Sections Locales Mutalistes - SLM;606;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;941;0601;LMDE Creteil;Sections Locales Mutalistes - SLM;942;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;211;0601;LMDE Dijon;Sections Locales Mutalistes - SLM;212;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;593;0601;LMDE Douai;Sections Locales Mutalistes - SLM;593;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;594;0601;LMDE Dunkerque;Sections Locales Mutalistes - SLM;594;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;881;0601;LMDE Epinal;Sections Locales Mutalistes - SLM;882;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;271;0601;LMDE Evreux;Sections Locales Mutalistes - SLM;273;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;911;0601;LMDE Evry;Sections Locales Mutalistes - SLM;912;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;972;0601;LMDE Fort de France;Sections Locales Mutalistes - SLM;975;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;381;0601;LMDE Grenoble;Sections Locales Mutalistes - SLM;383;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;851;0601;LMDE La Roche sur Yon;Sections Locales Mutalistes - SLM;853;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;171;0601;LMDE La Rochelle;Sections Locales Mutalistes - SLM;172;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;021;0601;LMDE Laon;Sections Locales Mutalistes - SLM;029;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;531;0601;LMDE Laval;Sections Locales Mutalistes - SLM;533;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;763;0601;LMDE Le Havre;Sections Locales Mutalistes - SLM;122;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;721;0601;LMDE Le Mans;Sections Locales Mutalistes - SLM;723;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;624;0601;LMDE Lens;Sections Locales Mutalistes - SLM;624;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;595;0601;LMDE Lille;Sections Locales Mutalistes - SLM;595;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;871;0601;LMDE Limoges;Sections Locales Mutalistes - SLM;872;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;541;0601;LMDE Longwy;Sections Locales Mutalistes - SLM;543;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;391;0601;LMDE Lons Le Saunier;Sections Locales Mutalistes - SLM;391;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;691;0601;LMDE Lyon;Sections Locales Mutalistes - SLM;692;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;711;0601;LMDE Macon;Sections Locales Mutalistes - SLM;712;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;131;0601;LMDE Marseille;Sections Locales Mutalistes - SLM;132;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;596;0601;LMDE Maubeuge;Sections Locales Mutalistes - SLM;596;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;771;0601;LMDE Melun;Sections Locales Mutalistes - SLM;772;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;571;0601;LMDE Metz;Sections Locales Mutalistes - SLM;574;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;401;0601;LMDE Mont de Marsan;Sections Locales Mutalistes - SLM;402;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;252;0601;LMDE Montbeliard;Sections Locales Mutalistes - SLM;254;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;342;0601;LMDE Montpellier;Sections Locales Mutalistes - SLM;342;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;031;0601;LMDE Moulins;Sections Locales Mutalistes - SLM;103;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;682;0601;LMDE Mulhouse;Sections Locales Mutalistes - SLM;683;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;542;0601;LMDE Nancy;Sections Locales Mutalistes - SLM;544;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;921;0601;LMDE Nanterre;Sections Locales Mutalistes - SLM;134;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;441;0601;LMDE Nantes;Sections Locales Mutalistes - SLM;444;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;581;0601;LMDE Nevers;Sections Locales Mutalistes - SLM;582;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;061;0601;LMDE Nice;Sections Locales Mutalistes - SLM;104;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;301;0601;LMDE Nimes;Sections Locales Mutalistes - SLM;302;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;791;0601;LMDE Niort;Sections Locales Mutalistes - SLM;785;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;451;0601;LMDE Orleans;Sections Locales Mutalistes - SLM;452;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;751;0601;LMDE Paris;Sections Locales Mutalistes - SLM;752;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;642;0601;LMDE Pau;Sections Locales Mutalistes - SLM;643;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;661;0601;LMDE Perpignan;Sections Locales Mutalistes - SLM;662;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;971;0601;LMDE Pointe a Pitre;Sections Locales Mutalistes - SLM;974;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;861;0601;LMDE Poitiers;Sections Locales Mutalistes - SLM;861;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;292;0601;LMDE Quimper;Sections Locales Mutalistes - SLM;297;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;511;0601;LMDE Reims;Sections Locales Mutalistes - SLM;511;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;351;0601;LMDE Rennes;Sections Locales Mutalistes - SLM;353;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;421;0601;LMDE Roanne;Sections Locales Mutalistes - SLM;421;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;597;0601;LMDE Roubaix;Sections Locales Mutalistes - SLM;597;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;764;0601;LMDE Rouen;Sections Locales Mutalistes - SLM;124;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;422;0601;LMDE Saint Etienne;Sections Locales Mutalistes - SLM;423;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;501;0601;LMDE Saint Lo;Sections Locales Mutalistes - SLM;502;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;572;0601;LMDE Sarreguemines;Sections Locales Mutalistes - SLM;572;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;672;0601;LMDE Selestat;Sections Locales Mutalistes - SLM;674;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;221;0601;LMDE St Brieuc;Sections Locales Mutalistes - SLM;223;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;931;0601;LMDE St Denis;Sections Locales Mutalistes - SLM;933;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;022;0601;LMDE St Quentin;Sections Locales Mutalistes - SLM;030;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;673;0601;LMDE Strasbourg;Sections Locales Mutalistes - SLM;673;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;651;0601;LMDE Tarbes;Sections Locales Mutalistes - SLM;651;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;573;0601;LMDE Thionville;Sections Locales Mutalistes - SLM;573;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;831;0601;LMDE Toulon;Sections Locales Mutalistes - SLM;832;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;311;0601;LMDE Toulouse;Sections Locales Mutalistes - SLM;312;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;598;0601;LMDE Tourcoing;Sections Locales Mutalistes - SLM;598;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;371;0601;LMDE Tours;Sections Locales Mutalistes - SLM;372;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;101;0601;LMDE Troyes;Sections Locales Mutalistes - SLM;102;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;261;0601;LMDE Valence;Sections Locales Mutalistes - SLM;262;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;599;0601;LMDE Valenciennes;Sections Locales Mutalistes - SLM;599;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;561;0601;LMDE Vannes;Sections Locales Mutalistes - SLM;563;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;781;0601;LMDE Versailles;Sections Locales Mutalistes - SLM;782;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
99;382;0601;LMDE Vienne;Sections Locales Mutalistes - SLM;385;075;LMDE Assurance Maladie;;RENNES;35070;Cedex 9;0811 709 730;
01;541;0000;LONGWY;Régime Général;541;013;3, boulevard Joffre;;NANCY;54047;CEDEX;03 83 85 50 00;03 83 32 27 19
01;391;0000;LONS LE SAUNIER;Régime Général;391;010;8, Rue des Lilas;;LONS le SAUNIER;39031;CEDEX;03 84 87 31 98;03 84 24 98 76
02;391;0000;LONS LE SAUNIER;Régime Agricole;391;541;10. rue des Perrières;B.P. 416 ;LONS-LE-SAUNIER ;39016;CEDEX;03.84.35.25.25 ;03.84.35.25.22
02;395;0000;LONS LE SAUNIER;Régime Agricole;391;541;10. rue des Perrières;B.P. 416 ;LONS-LE-SAUNIER ;39016;CEDEX;03.84.35.25.25 ;03.84.35.25.22
02;562;0000;LORIENT;Régime Agricole;562;351;17bis, rue Marie Dorval;;LORIENT;56100;;02 97 64 62 10;
02;691;0000;LYON;Régime Agricole;691;381;35. rue du Plat;B.P. 2612 ;LYON ;69232;CEDEX 02 ;04.78.92.63.63 ;04.78.42.43.66
02;692;0000;LYON;Régime Agricole;692;381;La Villette Part Dieu - Bât A;26 rue de la Villette;LYON;69328;CEDEX 03;04 78 9306 79;
02;695;0000;LYON;Régime Agricole;691;381;35. rue du Plat;B.P. 2612 ;LYON;69232;CEDEX 02 ;04.78.92.63.63 ;04.78.42.43.66
03;009;5400;M.C.I.P.L.S. MUTUELLE ACTION (BOURGOGNE);Régime Social des Indépendants - RSI;033;001;5, place de la République;BP 77730 ;DIJON ;21077;CEDEX ;03.80.28.29.00 ;03.80.72.28.27
03;043;5300;M.C.M. LES MUTUELLES DU SOLEIL (PROVENCE);Régime Social des Indépendants - RSI;141;002;7 Square Stalingrad;;MARSEILLE;13221;CEDEX 1 ;04.91.28.02.80;04.91.28.02.55
99;081;0609;M.N.T.  Ardennes;Sections Locales Mutalistes - SLM;004;223;30, RUE DE LA GRAVIERE;;CHARLEVILLE MEZIERES ;08013;;03.24.33.26.60 ;03.24.56.09.04
99;331;0609;M.N.T.  Gironde;Sections Locales Mutalistes - SLM;004;223;349, BD DU PRESIDENT WILSON;BP 230 ;BORDEAUX;33021;CEDEX;05.56.17.12.40 ;05.56.17.12.59
99;973;0609;M.N.T.  Guyane;Sections Locales Mutalistes - SLM;004;223;Zone Administrative du Moulin à vent;BP 0146;REMIRE-MONTJOLY;97354;CEDEX;05.94.38.38.00;05.94.38.38.82
99;661;0609;M.N.T.  Pyrenees Orientales;Sections Locales Mutalistes - SLM;004;223;9 ESPACE MEDITERRANEE;BP989;PERPIGNAN;66000;;04.68.35.65.06 ;04.68.34.77.29
99;691;0609;M.N.T.  Rhone;Sections Locales Mutalistes - SLM;004;223;66 rue de la Villette;;Lyon;69425;CEDEX 03;04.72.69.95.60 ;04.78.93.06.14
99;311;0654;M.N.T. Haute Garonne;Sections Locales Mutalistes - SLM;018;004;7, rue du Périgord;BP 7087;TOULOUSE;31070;07;05.34.44.22.00;05.34.44.22.20
99;371;0651;M.N.T. Indre et Loire;Sections Locales Mutalistes - SLM;373;136;22-24 place de la résistance ;CS5 4308;TOURS;37043;CEDEX 1;;
99;441;0613;M.N.T. Loire Atlantique;Sections Locales Mutalistes - SLM;443;087;28 RUE DE STRASBOURG;;NANTES;44094;CEDEX 1 ;02.40.41.94.94;02.51.82.30.57
03;009;5300;M.U.T.I.S. RADIANCE (BOURGOGNE);Régime Social des Indépendants - RSI;032;001;18, rue Albert 1er;BP 40;NEVERS ;58027;CEDEX ;03.86.36.37.38 ;03.86.36.80.08
02;711;0000;MACON;Régime Agricole;711;381;46. rue de Paris;;MACON;71023;CEDEX;03.85.39.51.51 ;03.85.39.51.80
02;712;0000;MACON;Régime Agricole;712;381;4, rue Saint-Nizier;;MACON;71031;CEDEX;03 85 38 10 99;03 85 38 77 88
02;715;0000;MACON;Régime Agricole;711;381;46. rue de Paris;;MACON;71023;CEDEX;03.85.39.51.51 ;03.85.39.51.80
01;711;0000;MACON;Régime Général;711;010;113, Rue de Paris;;MACON;71022;CEDEX 09;03 85 39 73 35;03 85 39 73 48
99;691;0505;MAGE Lyon;Sections Locales Mutalistes - SLM;055;007;;;;;;;
99;751;0505;MAGE Paris;Sections Locales Mutalistes - SLM;057;007;Régime des fonctionnaires;42 bis rue d'ULM ;PARIS;75005;;01 44 07 26 26 ;01 44 07 24 55 
01;131;0000;MARSEILLE;Régime Général;131;021;56, Chemin Joseph Aiguier;;MARSEILLE;13297;CEDEX 9;04 91 83 70 00;
02;131;0000;MARSEILLE;Régime Agricole;131;131;152, avenue de Hambourg;;MARSEILLE;13416;CEDEX 08 ;04.91.16.58.58 ;04.91.72.28.01
